t,T,S,o,position,trading_action,current_capital,stop_loss_out_signal,rsi,open_small_indicator,open_big_indicator,gain_loss,gain,loss,avg_gain,avg_loss,amount_sold,amount_bought,open_norm
2023-11-20T13:34:00Z,b,SAVE,12.49,out,no_action,26000.0,,50.02680007146695,0.014744416333324928,,0.09999999999999964,0.09999999999999964,-0.0,0.02333333333333328,0.02330833333333319,,,0.9987245186539908
2023-11-20T13:35:00Z,b,SAVE,12.49,out,no_action,26000.0,,50.0,0.02388497009265831,-0.005251423914617026,0.0,0.0,-0.0,0.02330833333333319,0.02330833333333319,,,0.9987245186539908
2023-11-20T13:41:00Z,b,SAVE,12.39,out,no_action,26000.0,,45.21500161655357,0.007734314719436086,-0.005353962177942863,-0.09999999999999964,0.0,0.09999999999999964,0.02330833333333319,0.028241666666666426,,,0.8229446386668097
2023-11-20T13:47:00Z,b,SAVE,12.47,out,no_action,26000.0,,53.73468778010166,0.003515597599743714,-0.003767060483614119,0.08000000000000007,0.08000000000000007,-0.0,0.029974999999999863,0.025808333333333138,,,0.9635685426565552
2023-11-20T13:48:00Z,b,SAVE,12.46,out,no_action,26000.0,,54.52478399272409,0.008437434239384811,-0.001699205506542678,-0.009999999999999787,0.0,0.009999999999999787,0.029974999999999863,0.024999999999999762,,,0.9459905546578374
2023-11-20T13:50:00Z,b,SAVE,12.43,out,no_action,26000.0,,48.43750000000003,-0.002109358559846131,-0.0019433442287470903,-0.030000000000001137,0.0,0.030000000000001137,0.025833333333333226,0.027499999999999858,,,0.8932565906616808
2023-11-20T13:51:00Z,b,SAVE,12.43,out,no_action,26000.0,,53.448275862068904,-0.013359270879025798,-0.00011230381221396153,0.0,0.0,-0.0,0.025833333333333226,0.022499999999999964,,,0.8932565906616808
2023-11-20T13:52:00Z,b,SAVE,12.43,out,no_action,26000.0,,52.631578947368375,-0.002109358559846264,0.001474597882114755,0.0,0.0,-0.0,0.02499999999999991,0.022499999999999964,,,0.8932565906616808
2023-11-20T13:56:00Z,b,SAVE,12.4199,out,no_action,26000.0,,52.622346956674235,-0.0042257483148919976,0.003182348243934661,-0.010099999999999554,0.0,0.010099999999999554,0.02499999999999991,0.02250833333333328,,,0.8755028227829763
2023-11-20T13:58:00Z,b,SAVE,12.4,out,no_action,26000.0,,38.29787234042556,-0.013366302074225489,0.0007409610218904553,-0.019899999999999807,0.0,0.019899999999999807,0.014999999999999977,0.024166666666666597,,,0.8405226266655275
2023-11-20T13:59:00Z,b,SAVE,12.39,out,no_action,26000.0,,39.13043478260871,-0.01196006303432795,-0.0013342181168471041,-0.009999999999999787,0.0,0.009999999999999787,0.014999999999999977,0.02333333333333328,,,0.8229446386668097
